Name,File Path,Date,Subject,Place,Lat,Long,Posted?,Good?,,,
Image 8,640Pics\9-3-22,09/03/22,Hippies,Hippie Hill drum circle,37.769539,-122.458037,,,,,
Image 9,640Pics\9-3-22,09/03/22,Hippies,Hippie Hill drum circle,37.769539,-122.458037,,,,,
Image 10,640Pics\9-3-22,09/03/22,Hippies,Hippie Hill drum circle,37.769539,-122.458037,,,,,
Image 11,640Pics\9-3-22,09/03/22,Catching a bus,End of Haight,37.769156,-122.45324,,,,,
Image 12,640Pics\9-3-22,09/03/22,Line for Amoeba Music,Amoeba Music,37.769169,-122.453052,TRUE,TRUE,,,
Image 13,640Pics\9-3-22,09/03/22,Jam Band,Coffee To The People,37.770174,-122.445177,,,,,
Image 14,640Pics\9-3-22,09/03/22,Jam Band,Coffee To The People,37.770102,-122.445209,,,,,
Image 15,640Pics\9-3-22,09/03/22,Jam Band,Coffee To The People,37.770051,-122.445204,,,,,
Image 16,640Pics\9-3-22,09/03/22,Jam Band,Coffee To The People,37.769966,-122.44515,,,,,
Image 1,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 2,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 3,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 4,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 5,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 6,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 7,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 8,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 9,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 10,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 11,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 12,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,TRUE,TRUE,,,
Image 13,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 14,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 15,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 16,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 17,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 18,640Pics\9-5-22\1,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 1,640Pics\9-5-22\2,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 2,640Pics\9-5-22\2,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 3,640Pics\9-5-22\2,09/05/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 1,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 2,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 3,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 4,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 5,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 6,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 7,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 8,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 9,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 10,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 11,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 12,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 13,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 14,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 15,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,TRUE,TRUE,,,
Image 16,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 17,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 18,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 19,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 20,640Pics\9-6-22\1,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 1,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 2,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 3,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 1,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 2,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 3,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 4,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 5,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 6,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 7,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 8,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 9,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 10,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 11,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 12,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 13,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 14,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 15,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 16,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 17,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 18,640Pics\9-6-22\2,09/06/22,The Moon,My House,37.74552,-122.499027,,,,,
Image 1,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 2,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 3,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 4,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 5,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 6,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 7,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 8,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 9,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 10,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 11,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 12,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 13,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 14,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 15,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,TRUE,TRUE,,,
Image 16,640Pics\9-10-22,09/10/22,"Nikon AF 70-210 1:4-5.6D lens test on VT 100 keyboard, distance to lens 43”",My House,37.74552,-122.499027,,,,,
Image 1,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 2,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 3,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 4,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 5,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 6,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 7,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 8,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 9,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 10,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 11,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 12,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 13,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 14,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 15,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 16,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 17,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 18,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 19,640Pics\9-13-22\1,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 1,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 2,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 3,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,TRUE,TRUE,,,
Image 4,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 5,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 6,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 7,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 8,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 9,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 10,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 11,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 12,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 13,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 14,640Pics\9-13-22\2,09/13/22,GG Bridge,GG Bridge Overlook,37.804072,-122.476703,,,,,
Image 1,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 2,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 3,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 4,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 5,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 6,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 7,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 8,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 9,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 10,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 11,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 12,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 13,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 14,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 15,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 16,640Pics\9-17-22\1,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 1,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 2,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 3,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 4,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 5,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 6,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 7,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 8,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 9,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 10,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 11,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 12,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 13,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 14,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 15,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 16,640Pics\9-17-22\2,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 1,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 2,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 3,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 4,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 5,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 6,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 7,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,TRUE,TRUE,,,
Image 8,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 9,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 10,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 11,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 12,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 13,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 14,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 15,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 16,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 17,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 18,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 19,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 20,640Pics\9-17-22\3,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,TRUE,,,
Image 1,640Pics\9-17-22\4,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 2,640Pics\9-17-22\4,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 3,640Pics\9-17-22\4,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 4,640Pics\9-17-22\4,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 5,640Pics\9-17-22\4,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 6,640Pics\9-17-22\4,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 7,640Pics\9-17-22\4,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 8,640Pics\9-17-22\4,09/17/22,Market St,Twin Peaks,37.753825,-122.446896,,,,,
Image 1,640Pics\9-17-22\5,09/17/22,Broken Muni,Church st station,37.767261,-122.429446,,TRUE,,,
Image 2,640Pics\9-17-22\5,09/17/22,Broken Muni,Church st station,37.767261,-122.429446,,,,,
Image 3,640Pics\9-17-22\5,09/17/22,Market St & Powerbook setup,Twin Peaks,37.753825,-122.446896,TRUE,TRUE,,,
Image 1,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 2,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 3,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 4,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 5,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 6,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 7,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 8,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 9,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 10,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 11,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 12,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 13,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 14,640Pics\10-3-22,10/03/22,Sunset behind Farallon islands,Ocean Beach,37.7326,-122.507476,,,,,
Image 1,640Pics\10-9-22\1,10/09/22,USS Pampapito,Pier 45,37.809524,-122.415961,,,,,
Image 2,640Pics\10-9-22\1,10/09/22,USS Pampapito conning tower,Pier 45,37.809764,-122.416438,,,,,
Image 3,640Pics\10-9-22\1,10/09/22,Jeremiah O’Brien,Pier 45,37.810772,-122.417854,,,,,
Image 4,640Pics\10-9-22\1,10/09/22,Alcatraz,Pier 45,37.811027,-122.41823,,,,,
Image 5,640Pics\10-9-22\1,10/09/22,Tugboat,Jeremiah O’Brien,37.810993,-122.417972,,,,,
Image 6,640Pics\10-9-22\1,10/09/22,Tugboat,Jeremiah O’Brien,37.810993,-122.417972,,,,,
Image 7,640Pics\10-9-22\1,10/09/22,Tugboat,Jeremiah O’Brien,37.810993,-122.417972,,,,,
Image 8,640Pics\10-9-22\1,10/09/22,Tugboat,Jeremiah O’Brien,37.810993,-122.417972,,,,,
Image 9,640Pics\10-9-22\1,10/09/22,Tugboat,Jeremiah O’Brien,37.810993,-122.417972,,,,,
Image 10,640Pics\10-9-22\1,10/09/22,Alcatraz,Jeremiah O’Brien,37.810993,-122.417972,,TRUE,,,
Image 11,640Pics\10-9-22\1,10/09/22,USS Zumwalt,Jeremiah O’Brien,37.813148,-122.41078,,,,,
Image 12,640Pics\10-9-22\1,10/09/22,Telegraph Hill,Jeremiah O’Brien,37.810097,-122.400394,,,,,
Image 13,640Pics\10-9-22\1,10/09/22,Downtown / pyramid,Jeremiah O’Brien,37.801701,-122.391555,,,,,
Image 14,640Pics\10-9-22\1,10/09/22,Downtown / pyramid,Jeremiah O’Brien,37.800175,-122.390312,,,,,
Image 1,640Pics\10-9-22\2,10/09/22,Jeremiah O’Brien bow art,Jeremiah O’Brien,37.799395,-122.386879,,TRUE,,,
Image 2,640Pics\10-9-22\2,10/09/22,Downtown / ferry building,Jeremiah O’Brien,37.799225,-122.38293,,,,,
Image 3,640Pics\10-9-22\2,10/09/22,Downtown / ferry building,Jeremiah O’Brien,37.799225,-122.38293,,,,,
Image 4,640Pics\10-9-22\2,10/09/22,Bay Bridge,Jeremiah O’Brien,37.796919,-122.376965,,,,,
Image 5,640Pics\10-9-22\2,10/09/22,Bay Bridge,Jeremiah O’Brien,37.796919,-122.376965,,,,,
Image 6,640Pics\10-9-22\2,10/09/22,Jeremiah O’Brien,Jeremiah O’Brien,37.793345,-122.36958,,,,,
Image 7,640Pics\10-9-22\2,10/09/22,Jeremiah O’Brien,Jeremiah O’Brien,37.791989,-122.366405,,,,,
Image 8,640Pics\10-9-22\2,10/09/22,Jeremiah O’Brien,Jeremiah O’Brien,37.787079,-122.363996,,,,,
Image 9,640Pics\10-9-22\2,10/09/22,Bay Bridge,Jeremiah O’Brien,37.800602,-122.36555,,,,,
Image 10,640Pics\10-9-22\2,10/09/22,Bay Bridge,Jeremiah O’Brien,37.802209,-122.369456,,,,,
Image 11,640Pics\10-9-22\2,10/09/22,Bay Bridge,Jeremiah O’Brien,37.802515,-122.370872,,,,,
Image 12,640Pics\10-9-22\2,10/09/22,Bay Bridge,Jeremiah O’Brien,37.803837,-122.375164,TRUE,TRUE,,,
Image 13,640Pics\10-9-22\2,10/09/22,Bay Bridge,Jeremiah O’Brien,37.804651,-122.376108,,,,,
Image 14,640Pics\10-9-22\2,10/09/22,Bay Bridge / Yurba Buena Island,Jeremiah O’Brien,37.805499,-122.375164,,,,,
Image 15,640Pics\10-9-22\2,10/09/22,Bay Bridge / Yurba Buena Island,Jeremiah O’Brien,37.805905,-122.376065,,,,,
Image 1,640Pics\10-9-22\3,10/09/22,Telegraph Hill,Jeremiah O’Brien,37.811385,-122.388642,,,,,
Image 2,640Pics\10-9-22\3,10/09/22,Bird,Jeremiah O’Brien,37.811385,-122.388642,,,,,
Image 3,640Pics\10-9-22\3,10/09/22,Bird / Downtown,Jeremiah O’Brien,37.814029,-122.393792,,,,,
Image 4,640Pics\10-9-22\3,10/09/22,Alcatraz,Jeremiah O’Brien,37.828742,-122.406066,,,,,
Image 5,640Pics\10-9-22\3,10/09/22,Downtown,Jeremiah O’Brien,37.830911,-122.408036,,,,,
Image 6,640Pics\10-9-22\3,10/09/22,Amidships alcatraz,Jeremiah O’Brien,37.832538,-122.411727,,,,,
Image 7,640Pics\10-9-22\3,10/09/22,Alcatraz to downtown,Jeremiah O’Brien,37.839046,-122.424001,,,,,
Image 8,640Pics\10-9-22\3,10/09/22,Alcatraz to downtown,Jeremiah O’Brien,37.839046,-122.424001,,,,,
Image 9,640Pics\10-9-22\3,10/09/22,Jeremiah O’Brien bow art,Jeremiah O’Brien,37.841757,-122.433787,,,,,
Image 10,640Pics\10-9-22\3,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.824105,-122.461507,,,,,
Image 11,640Pics\10-9-22\3,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.823699,-122.465627,,,,,
Image 12,640Pics\10-9-22\3,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.821122,-122.471979,,,,,
Image 13,640Pics\10-9-22\3,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.818681,-122.475584,,,,,
Image 14,640Pics\10-9-22\3,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.818275,-122.475069,,TRUE,,,
Image 15,640Pics\10-9-22\3,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.818911,-122.477988,,,,,
Image 16,640Pics\10-9-22\3,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.818505,-122.47919,,,,,
Image 1,640Pics\10-9-22\4,10/09/22,Jeremiah O’Brien mast,Jeremiah O’Brien,37.831264,-122.425503,,,,,
Image 2,640Pics\10-9-22\4,10/09/22,Jeremiah O’Brien mast,Jeremiah O’Brien,37.831264,-122.425503,,,,,
Image 3,640Pics\10-9-22\4,10/09/22,Jeremiah O’Brien mast,Jeremiah O’Brien,37.831264,-122.425503,,,,,
Image 4,640Pics\10-9-22\4,10/09/22,Jeremiah O’Brien mast,Jeremiah O’Brien,37.831264,-122.425503,,,,,
